"","Kim,Sok Ju - KORE-4321-1: TOPICS IN KOREAN LINGUISTICS",,27,,20,,74%,,4.4,,4.4,,4.45,,4.65,,4.6,
"","Kim,Soo - MUSI-10-3: STUDIO CLASS",,6,,3,,50%,,5,,4.67,,5,,5,,5,
"","Kim,Soo - MUSI-1240-2: PRIVATE LESSONS IN VOICE",,9,,4,,nrollm4e4n%t,,"Count5",,4.75,,5,,5,,5,
"","Kim,Un-Jung - ENVR-4313-1: ENVIRONMENTAL REGULATION",,11,,11,,100%,,3.27,,3.64,,3.36,,3.73,,4,
"","Kim,Un-Jung - EVSE-6100-1: SEMINAR ENVR & EARTH SCIENCES",,3,,2,,"esponde67%",,"Count4.5",,4.5,,5,,4.5,,5,
"","Kim,Won Hwa - CSE-6363-2: MACHINE LEARNING",,39,,23,,59%,,4.22,,4.17,,3.91,,4.04,,4.13,
"","Kim,Young-Tae - BE-4329-12: NEURAL ENGINEERING",,16,,10,,63%,,4.7,,4.7,,4.7,,4.5,,4.8,
"","Kim,Young-Tae - BE-5329-12: NEURAL ENGINEERING",,17,,11,,65%,,4.36,,4.55,,4.36,,4.36,,4.45,
"","Kindratt,Tiffany - KINE-4352-1: PUBLIC HEALTH SCI ANDMETHODS",,71,,20,,Instru2c8to%r,,clearly4 .8,,4.85,,4.85,,4.65,,4.7,
"","Kindratt,Tiffany - KINE-4352-2: PUBLIC HEALTH SCI ANDMETHODS",,71,,19,,"efined/exbjecti2v7e%s",,"lainedxpec4ta.7t4i",,"ns4.79",,4.79,,4.63,,4.79,
"","King,Jeffrey - EDUC-4647-6: 7-12 & EC-12 CLINICAL TEACHING",,6,,3,,50%,,5,,5,,5,,5,,5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","King,Jeffrey - EDUC-4647-600: 7-12 & EC-12 CLINICAL TEACHING",,6,,3,,50%,,5,,5,,5,,5,,5,
"","King,Jeffrey - MUSI-3213-1: INSTRUM. MATERIALS AND TECH. I",,26,,7,,27%,,4,,4,,4.14,,4.57,,4.57,
"","King,Sharon - NURS-4581-844: NURS ADULTS WITH COMPLEXNEEDS",,8,,4,,50%,,4,,3,,3.75,,3.75,,4.25,
"","Kinnear,Kevin - UNIV-EN-1131-28: STUDENT SUCCESS",,25,,11,,44%,,4.55,,4.27,,4.27,,4.27,,4.18,
"","Kirby,Mia - AAST-2300-1: INTRO AFRICAN AMERICAN STUDIES",,48,,13,,27%,,4.69,,4.62,,4.69,,4.54,,4.85,
"","Kirby,Mia - AAST-3320-1: BLACK WOMEN IN SOCIETY",,40,,8,,20%,,4.86,,4.86,,4.86,,4.29,,4.71,
"","Kirby,Mia - AAST-3320-2: BLACK WOMEN IN SOCIETY",,2,,1,,50%,,5,,5,,4,,4,,5,
"","Kirby,Mia - SOCI-3360-2: TOPICS IN SOCIOLOGY",,3,,1,,33%,,5,,5,,5,,5,,5,
"","Kirby,Mia - SOCW-5306-3: GENERALIST MACRO PRACTICE",,31,,25,,nrollm8e1n%t,,Coun4t .24,,4.44,,4.32,,4.6,,4.6,
"","Kirby,Mia - SOCW-5306-7: GENERALIST MACRO PRACTICE",,30,,21,,70%,,4.38,,4.43,,4.19,,4.29,,4.19,
"","Kirby,Mia - SOCW-5313-14: RESEARCH AND EVALUATION II",,20,,9,,45%,,3.89,,3.89,,3.78,,4.22,,4.67,
"","Klein,Danielle - UNIV-1131-8: STUDENT SUCCESS",,34,,15,,44%,,4.27,,4.13,,4.2,,4.13,,4.07,
"","Klein,Danielle - UNIV-1131-9: STUDENT SUCCESS",,35,,16,,46%,,4.38,,4.06,,4.31,,4.19,,4.31,
"","Klein,Danielle - UNIV-NU-1131-29: STUDENT SUCCESS",,7,,2,,29%,,5,,5,,5,,5,,5,
"","Klein,Danielle - UNIV-NU-1131-30: STUDENT SUCCESS",,29,,7,,24%,,4,,4.14,,4.29,,4.29,,4,
"","Klein,Danielle - UNIV-NU-1131-31: STUDENT SUCCESS",,27,,9,,33%,,4.13,,4.5,,4.5,,4.38,,3.75,
"","Klein,Danielle - UNIV-NU-1131-32: STUDENT SUCCESS",,36,,10,,Instru2c8to%r,,clearly4 .5,,4.5,,4.5,,4.4,,4.5,
"","Knight Treminio,Meredith - DNCE-1142-1: DANCECONDITIONING",,8,,3,,"efined/exbjecti3v8e%s",,"lainedxpectat5i",,"ns5",,5,,5,,5,
"","Knight Treminio,Meredith - DNCE-1300-1: DANCE APPRECIATION",,30,,8,,Instru2c7to%r,,prepared4,,"or4",,4.13,,3.38,,4.25,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Knight Treminio,Meredith - DNCE-2238-1: DANCE COMPOSITION",,8,,2,,25%,,3.5,,4.5,,3.5,,4.5,,3.5,
"","Knight Treminio,Meredith - DNCE-3235-1: BALLET II",,12,,2,,17%,,5,,5,,5,,5,,5,
"","Koch,Andrew - ENGL-1301-51: RHETORIC AND COMPOSITION I",,24,,15,,63%,,4.6,,4.73,,4.6,,4.4,,4.47,
"","Koch,Andrew - ENGL-1301-96: RHETORIC AND COMPOSITION I",,20,,8,,40%,,4.86,,5,,5,,4.86,,4.86,
"","Koch,Andrew - ENGL-1302-33: RHETORIC AND COMPOSITION II",,9,,6,,67%,,4.83,,4.83,,4.67,,4.5,,4.67,
"","Koch,Andrew - ENGL-2338-23: TECHNICAL WRITING",,21,,12,,57%,,4.08,,3.92,,4,,3.75,,4.08,
"","Koch,Andrew - ENGL-2338-24: TECHNICAL WRITING",,21,,14,,67%,,4.29,,4,,4.07,,4.21,,4.29,
"","Koffi,Gerard - MATH-1421-110: PREPARATION FOR CALCULUS",,47,,10,,21%,,4.3,,4.7,,4.2,,4,,4.4,
"","Koffi,Gerard - MATH-1421-120: PREPARATION FOR CALCULUS",,54,,18,,nrollm3e3n%t,,Coun3t .94,,4.33,,3.61,,4.06,,4.39,
"","Koffi,Gerard - MATH-1421-350: PREPARATION FOR CALCULUS",,44,,13,,30%,,3.58,,3.75,,2.83,,3.33,,3.92,
"","Koffi,Gerard - MATH-3330-3: INTRO LINEAR ALG/VECTORSPACES",,57,,21,,"esponde37%",,"Count4.71",,4.76,,4.81,,4.71,,4.76,
"","Koganti,Ramakrishna - CSE-5301-4: DATA ANALYSIS &MODELING TECHS",,18,,18,,100%,,3.94,,3.83,,3.71,,3.94,,3.89,
"","Koganti,Ramakrishna - CSE-5301-902: DATA ANALYSIS &MODELING TECHS",,6,,6,,100%,,3.83,,3.83,,3,,3.83,,4.33,
"","Koh,Seong - MSE-5354-1: ELECTRONIC MATER AND DEVICES",,10,,6,,Instru6c0to%r,,clearl4y. 33,,4.5,,4.5,,4.17,,4.5,
"","Koh,Seong - MSE-5354-900: ELECTRONIC MATER AND DEVICES",,2,,1,,"efined/exbjecti5v0e%s",,"lainedxpectat5i",,"ns5",,5,,5,,5,
"","Kojouharov,Hristo - MATH-3345-1: NUMERICAL ANALYSIS &COMP APPS",,44,,41,,Instru9c3to%r,,prepa4r.e3d2,,"or4.61",,4.02,,4.39,,4.56,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Kondraske,George - EE-4349-1: ENGINEERING DESIGN PROJECT",,20,,6,,30%,,3.17,,4,,4.33,,4.5,,4.33,
"","Konsta Gdoutos,Maria - CE-2311-1: STATICS",,55,,23,,42%,,4.09,,4.35,,3.91,,4,,4.3,
"","Koomey,Cynthia - NURS-3335-201: RN-BSN PROMOTINGHEALTHY LIFES",,22,,7,,32%,,4.29,,4.14,,4.29,,4.29,,4.14,
"","Koomey,Cynthia - NURS-3335-500: RN-BSN PROMOTINGHEALTHY LIFES",,141,,41,,29%,,4.31,,4.32,,4.38,,4.35,,4.28,
"","Koomey,Cynthia - NURS-3335-501: RN-BSN PROMOTINGHEALTHY LIFES",,137,,46,,34%,,4.62,,4.64,,4.69,,4.62,,4.48,
"","Koomey,Cynthia - NURS-3335-502: RN-BSN PROMOTINGHEALTHY LIFES",,144,,29,,20%,,4.41,,4.45,,4.48,,4.34,,4.31,
"","Koomey,Cynthia - NURS-4350-611: BSN CAPSTONE",,10,,5,,50%,,3.2,,2.6,,2.8,,3.4,,3.2,
"","Koomey,Cynthia - NURSU-3335-500: RN-BSN PROMOTINGHEALTHY LIFES",,57,,18,,"nrollment32%",,"Count4.53",,4.18,,4.18,,4.29,,4.35,
"","Koomey,Cynthia - NURSU-3335-501: RN-BSN PROMOTINGHEALTHY LIFES",,59,,27,,"esponde46%",,"Count4.63",,4.65,,4.67,,4.59,,4.52,
"","Koomey,Cynthia - NURSU-3335-502: RN-BSN PROMOTINGHEALTHY LIFES",,89,,28,,31%,,4.59,,4.52,,4.41,,4.3,,4.44,
"","Koomey,Cynthia - UNIV-NU-1131-16: STUDENT SUCCESS",,35,,6,,17%,,3.67,,3.67,,3.83,,3.5,,4.17,
"","Koomey,Cynthia - UNIV-NU-1131-18: STUDENT SUCCESS",,35,,15,,43%,,4.6,,4.67,,4.67,,4.53,,4.47,
"","Koone,Mary - CSE-3315-3: THEORETICAL CONCEPTS CSE",,39,,15,,Instru3c8to%r,,clearl3y. 07,,3.07,,2.93,,3.64,,3.64,
"","Kopchick,Laura - ENGL-3375-1: FORMS IN CREATIVE WRITING",,19,,8,,efined4/2e%x,,lained4 .5,,4.5,,4.5,,4.13,,4.63,
"","Kopchick,Laura - ENGL-4347-1: ADVANCED FICTION WRITING",,16,,9,,bjecti5v6e%s,,xpec4ta.8t9i,,"ns4.78",,5,,4.78,,4.67,
"","Kopchick,Laura - ENGL-4347-2: ADVANCED FICTION WRITING",,16,,8,,50%,,4.63,,4.88,,4.75,,4.63,,4.63,
"","Kopetsky,Jennifer - MATH-1301-3: CONTEMPORARY MATH",,52,,22,,42%,,4.73,,4.64,,4.68,,4.5,,4.45,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Kopulos,Marion - NURS-4431-674: NURS CHILDREN &ADOLESCENTS",,7,,3,,43%,,5,,5,,5,,5,,5,
"","Korchinski,Megan - GEOL-1301-1: EARTH SYSTEMS",,144,,46,,32%,,4.36,,4.16,,4.27,,4.2,,4.51,
"","Korchinski,Megan - GEOL-1301-2: EARTH SYSTEMS",,77,,20,,26%,,4.45,,4.35,,4.25,,4.25,,4.55,
"","Korchinski,Megan - GEOL-2445-1: MINERALOGY",,30,,12,,40%,,4.5,,4.5,,4.33,,4.42,,4.75,
"","Korchinski,Megan - GEOL-2445-11: MINERALOGY",,15,,4,,27%,,4.5,,4.75,,4.25,,4.5,,4.75,
"","Korchinski,Megan - GEOL-2445-12: MINERALOGY",,15,,7,,47%,,4.57,,4.57,,4.43,,4.57,,4.71,
"","Korte,Meghan - BIOL-3457-3: GENERAL ECOLOGY",,23,,9,,39%,,4.22,,4.67,,4.44,,4.67,,4.67,
"","Korte,Meghan - BIOL-3457-5: GENERAL ECOLOGY",,23,,6,,26%,,3.83,,4.17,,3.83,,4.33,,4.5,
"","Korzeniowski,Andrzej - MATH-3313-1: INTRODUCTION TOPROBABILITY",,49,,24,,49%,,3.88,,3.67,,3.46,,3.75,,3.83,
"","Korzeniowski,Andrzej - MATH-5311-1: APPL PROB/STOCHASTICPROCESSES",,9,,7,,nrollm7e8n%t,,Coun4t .29,,4.14,,4.57,,4.43,,4.43,
"","Kosut,Katherine - ARCH-2551-3: BASIC DESIGN AND DRAWING I",,19,,8,,42%,,3.38,,4.75,,3.38,,4.13,,4.5,
"","Koymen,Ali - PHYS-4326-1: INTRODUCTION QUANTUMMECHANICS",,37,,28,,76%,,4.11,,4.32,,3.82,,4.21,,4.36,
"","Kozelsky,Kyle - BIOL-1441-21: CELL MOL BIOL",,21,,7,,33%,,3.43,,3.71,,3.57,,3.71,,3.71,
"","Kozelsky,Kyle - BIOL-1441-24: CELL MOL BIOL",,21,,8,,38%,,4.57,,4.71,,4.71,,4.43,,4.71,
"","Kramer,Mina - MUSI-1180-5: FUNCTIONAL PIANO I",,13,,5,,38%,,4.6,,4.6,,4.8,,4.8,,4.8,
"","Krasij,Mark - MATH-1332-2: FUNCTIONS DATA & APPLICATION",,27,,9,,"Instructorefined3/3e%x",,"clearlylaine4d. 44",,4.44,,4.56,,4,,4.22,
"","Krasij,Mark - MATH-1426-350: CALCULUS I",,12,,4,,bjecti3v3e%s,,xpectat4i,,"ns4",,4,,3.67,,4.33,
"","Krasij,Mark - MATH-1426-350: CALCULUS I",,55,,26,,47%,,4.65,,4.65,,4.69,,4.38,,4.5,
"","Krasij,Mark - MATH-1426-400: CALCULUS I",,13,,2,,15%,,4.5,,4.5,,4,,4,,3.5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Krasij,Mark - MATH-1426-400: CALCULUS I",,55,,34,,62%,,4.68,,4.79,,4.62,,4.41,,4.44,
"","Krasij,Mark - MATH-4350-1: PRECAL FOR MID-LEVEL MATH",,16,,8,,50%,,4.63,,4.75,,4.75,,4.38,,4.13,
"","Kreis,Katherine - NURS-3632-24: CLINICAL NURSINGFOUNDATIONS",,8,,8,,100%,,4.5,,4.5,,4,,4.63,,4.75,
"","Kreis,Katherine - NURS-3632-25: CLINICAL NURSINGFOUNDATIONS",,8,,8,,100%,,4.63,,4.63,,4.5,,4.75,,4.88,
"","Kreis,Katherine - NURS-3632-8: CLINICAL NURSINGFOUNDATIONS",,8,,8,,100%,,4.75,,4.88,,4.63,,4.88,,4.88,
"","Krejci,Caroline - IE-4303-1: PROD & INVENTORY CONTROL",,34,,30,,88%,,4.5,,4.64,,4.59,,4.45,,4.45,
"","Kribs,Christopher - BEEP-4311-1: MATH IN DUAL LANGUAGESETTINGS",,41,,27,,66%,,2.52,,3.85,,2.41,,3.11,,4,
"","Kribs,Christopher - MATH-3319-4: DIFF EQUATIONS/LINEARALGEBRA",,22,,5,,nrollm2e3n%t,,"Count4",,4.4,,4.2,,4.4,,4.4,
"","Kribs,Christopher - MATH-3319-4: DIFF EQUATIONS/LINEARALGEBRA",,33,,24,,73%,,4.67,,4.79,,4.71,,4.63,,4.83,
"","Kroll,Peter - CHEM-3181-2: PHYSICAL CHEMISTRY I LAB",,3,,1,,33%,,4,,4,,4,,4,,4,
"","Kroll,Peter - CHEM-3321-1: PHYSICAL CHEMISTRY I",,7,,1,,14%,,4,,4,,4,,3,,4,
"","Kroll,Peter - CHEM-3321-1: PHYSICAL CHEMISTRY I",,35,,21,,60%,,3.62,,4.1,,3.19,,3.81,,3.9,
"","Kroll,Tobias - CHEM-1465-108: CHEMISTRY FOR ENGINEERS",,19,,10,,53%,,4.1,,4.3,,4,,4.1,,4.3,
"","Kroll,Tobias - CHEM-1465-112: CHEMISTRY FOR ENGINEERS",,19,,13,,68%,,4.62,,4.69,,4.62,,4.38,,4.85,
"","Kruzic,Andrew - CE-4355-1: WATER/WASTE TRTMENT FACILITIES",,4,,1,,"Instructorefined2/5e%x",,"clearlylained4",,4,,5,,4,,5,
"","Kruzic,Andrew - CE-4383-1: SENIOR PROJECT",,39,,17,,bjecti4v4e%s,,xpec3ta.1t2i,,"ns3.24",,2.76,,3.59,,2.94,
"","Kruzic,Andrew - CE-5326-1: WATER/WASTE TRMT FACILITYDSGN",,2,,2,,Instr1u0c0to%r,,prepar4e.d5,,"or4",,4,,4.5,,4,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Kruzic,Andrew - CE-5326-101: WATER/WASTE TRMT FACILITYDSGN",,4,,4,,100%,,3,,3.5,,3.25,,4,,3.75,
"","Krznarich,Lauren - UNIV-1101-2: CAREER PREP & STUDENTSUCCESS",,32,,8,,25%,,4.25,,4.29,,4.13,,4,,4.25,
"","Krznarich,Lauren - UNIV-1101-3: CAREER PREP & STUDENTSUCCESS",,36,,16,,44%,,4.5,,4.56,,4.5,,4.44,,4.63,
"","Krznarich,Lauren - UNIV-1101-5: CAREER PREP & STUDENTSUCCESS",,1,,1,,100%,,3,,3,,3,,3,,3,
"","Krznarich,Lauren - UNIV-1101-5: CAREER PREP & STUDENTSUCCESS",,32,,12,,38%,,4.33,,4.33,,4.33,,4.08,,4.33,
"","Krznarich,Lauren - UNIV-1131-13: STUDENT SUCCESS",,34,,15,,44%,,4,,4.2,,4.07,,3.73,,3.73,
"","Krznarich,Lauren - UNIV-1131-21: STUDENT SUCCESS",,35,,7,,20%,,3.86,,3.71,,3.57,,3.43,,3,
"","Kulesz,Peggy - ENGL-2329-16: AMERICAN LITERATURE",,33,,12,,nrollm3e6n%t,,Coun4t .75,,4.75,,4.75,,4.5,,4.58,
"","Kulesz,Peggy - ENGL-2338-11: TECHNICAL WRITING",,22,,10,,45%,,3.8,,4.5,,3.8,,4,,4.4,
"","Kulesz,Peggy - ENGL-3371-1: ADVANCED EXPOSITION",,20,,15,,75%,,4.33,,4.67,,4.27,,4.87,,4.67,
"","Kumar,Ratan - MAE-4342-1: MECHANICAL DESIGN II",,89,,27,,30%,,4.42,,4.73,,4.38,,4.38,,4.42,
"","Kumbhare,Shashank - PHYS-1442-8: GENERAL COLLEGE PHYSICSII",,38,,13,,34%,,4.69,,4.69,,4.69,,4.54,,4.54,
"","Kung,David - CSE-4361-1: SOFTWARE DESIGN PATTERNS",,38,,11,,29%,,4.36,,4.45,,3.64,,4.09,,4.36,
"","Kung,David - CSE-5322-1: SOFTWARE DESIGN PATTERNS",,25,,13,,52%,,4.42,,4.33,,4.33,,4.33,,4.42,
"","Kung,David - CSE-5322-901: SOFTWARE DESIGN PATTERNS",,18,,10,,Instru5c6to%r,,clearly4 .5,,4.5,,4.7,,4.6,,4.7,
"","Kunkel,Jerald - ARCH-4362-1: STRUCTURAL SYSTEMS BLDGS",,29,,13,,efined4/5e%x,,laine4d. 31,,4.38,,4.23,,4.33,,3.46,
"","Kunkel,Jerald - ARCH-4395-4: SELECTED TOPICS ARCH",,8,,4,,bjecti5v0e%s,,xpecta4t.5i,,"ns4",,4,,4.25,,4,
"","Kunkel,Jerald - ARCH-5327-1: STRUCTURES II",,38,,21,,55%,,4.19,,4.1,,3.86,,3.76,,3.67,
"","Kunkel,Jerald - ARCH-5395-4: TOPICS IN ARCHITECTURE",,3,,2,,67%,,4.5,,4.5,,4.5,,4.5,,4.5,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Kunkel,Laura - KINE-5341-1: ADV IMM AND EMERG CARE",,11,,7,,64%,,4.71,,4.71,,4.57,,4.86,,4.71,
"","Kunkel,Laura - KINE-5341-2: ADV IMM AND EMERG CARE",,11,,3,,27%,,4.67,,4.33,,4.33,,4.67,,4.33,
"","Kunovich,Robert - HONR-LA-3304-8: SPECIAL TOPICS",,1,,1,,100%,,5,,5,,5,,5,,5,
"","Kunovich,Robert - SOCI-3351-1: WORK AND OCCUPATIONS",,14,,7,,50%,,4.86,,4.71,,4.71,,4.71,,4.86,
"","Kunovich,Robert - SOCI-3352-1: SOCIAL STATISTICS",,9,,1,,11%,,5,,4,,4,,4,,5,
"","Kunovich,Robert - SOCI-3352-1: SOCIAL STATISTICS",,25,,15,,60%,,4.8,,4.8,,4.73,,4.87,,4.93,
"","Kunovich,Robert - SOCI-5304-1: SOCIAL STATISTICS I",,7,,6,,86%,,5,,4.67,,5,,4.67,,5,
"","Kydd,Shernette - IE-3343-1: METRICS AND MEASUREMENT",,36,,23,,64%,,4.09,,3.96,,3.96,,4.48,,3.87,
"","La Plante,Erika - MSE-3300-1: INTRO MATERIALS SCIENCE &ENGR",,8,,4,,50%,,4.25,,4.25,,4.25,,4.25,,4.25,
"","La Plante,Erika - MSE-5300-1: INTRO MATERIALS SCIENCE &ENGR",,13,,7,,54%,,4.43,,4.43,,4.14,,3.57,,4.29,
"","Laborde,Cynthia - FREN-4310-1: GRAPHIC NOVELS & MEDWORLD",,6,,3,,"nrollment50%",,"Count5",,5,,5,,5,,5,
"","Laborde,Cynthia - FREN-5338-1: TOPICS IN FRENCH CULTURE",,7,,5,,71%,,4.8,,4.8,,4.8,,4.8,,4.8,
"","Laborde,Cynthia - MODL-4310-1: GRAPHIC NOVELS & MEDWORLD",,3,,1,,33%,,5,,5,,5,,5,,5,
"","LaBrenz,Catherine - SOCW-3301-4: THEORIES OF HUMANBEHAVIOR",,32,,20,,espon6s3e%,,"ate4.85",,4.9,,4.95,,4.8,,4.9,
"","LaFevor,David - HIST-3375-1: LATIN AMERICA ORIGINS TO INDEP",,2,,1,,Instru5c0to%r,,"clearly2",,2,,2,,2,,2,
"","LaFevor,David - HIST-3375-1: LATIN AMERICA ORIGINS TO INDEP",,20,,5,,"efined/exbjecti2v5e%s",,"lainedxpectat5i",,"ns4.6",,4,,4.8,,4.8,
"","LaFevor,David - HIST-5361-1: COLLOQUIUM LATETRANSATLANTIC",,11,,5,,Instru4c5to%r,,prepar4e.d8,,"or5",,5,,5,,4.8,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Lafferty,Candace - EDUC-5305-105: TCHNG & LRNG FOR 21STCENTURY",,44,,21,,48%,,4.05,,4.14,,4,,4.33,,4.1,
"","Lafferty,Candace - MAED-5351-105: NUMBERS: WHOLERATIONAL OPS",,70,,17,,24%,,4.53,,4.65,,4.65,,4.65,,4.65,
"","Lafferty,Candace - MAED-5351-5: NUMBERS: WHOLE RATIONALOPS",,58,,20,,34%,,4.5,,4.55,,4.55,,4.65,,4.75,
"","Lagrone,Melissa - NURS-4462-1: POP & COMMUNITY HEALTHNURSING",,70,,25,,36%,,4.8,,4.84,,4.76,,4.76,,4.8,
"","Lagrone,Melissa - NURS-4462-2: POP & COMMUNITY HEALTHNURSING",,56,,15,,27%,,4.73,,4.8,,4.87,,4.8,,4.87,
"","Lagrone,Melissa - NURS-4462-600: POP & COMMUNITY HEALTHNURSING",,80,,25,,31%,,4.75,,4.71,,4.71,,4.67,,4.83,
"","Lagrone,Melissa - NURS-4462-601: POP & COMMUNITY HEALTHNURSING",,99,,26,,"nrollment26%",,"Count4.72",,4.76,,4.68,,4.76,,4.76,
"","Lagrone,Melissa - NURS-4465-503: RN-BSN POP & COMMUNITYNSG",,263,,39,,"esponde15%",,"Count4.38",,4.32,,4.35,,4.24,,4.3,
"","Lagrone,Melissa - NURS-4465-504: RN-BSN POP & COMMUNITYNSG",,254,,48,,19%,,4.31,,4.38,,4.27,,4.33,,4.24,
"","Lagrone,Melissa - NURS-4465-505: RN-BSN POP & COMMUNITYNSG",,231,,46,,20%,,4.52,,4.5,,4.39,,4.3,,4.48,
"","Lahue,Mason - ART-2304-4: DIGITAL MEDIA",,14,,5,,Instru3c6to%r,,clearl3y. 75,,3.75,,4,,4.5,,4.5,
"","Lahue,Mason - ART-2304-6: DIGITAL MEDIA",,15,,6,,efined4/0e%x,,lained4 .4,,4.2,,4.2,,4.4,,4.6,
"","Lahue,Mason - ART-3351-1: ILLUSTRATION",,15,,5,,bjecti3v3e%s,,xpectat5i,,"ns5",,5,,5,,5,
"","Laird,Sandra - NURS-3261-1: NURSING OF OLDER ADULTS",,76,,33,,43%,,4.33,,4.55,,4.27,,4.59,,4.47,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Laird,Sandra - NURS-3365-2: PHARMACOLOGY IN NURSINGPRACTI",,13,,1,,8%,,5,,5,,5,,5,,5,
"","Laird,Sandra - NURS-3365-2: PHARMACOLOGY IN NURSINGPRACTI",,74,,26,,35%,,4.35,,4.23,,4.19,,4.38,,4.38,
"","Laird,Sandra - NURS-3365-3: PHARMACOLOGY IN NURSINGPRACTI",,9,,2,,22%,,3.5,,3.5,,3.5,,3,,3.5,
"","Laird,Sandra - NURS-3365-3: PHARMACOLOGY IN NURSINGPRACTI",,78,,18,,23%,,3.88,,3.88,,3.71,,4.06,,4,
"","Laird,Sandra - NURS-6382-404: HEALTH CARE POLICY",,8,,2,,25%,,5,,5,,5,,5,,5,
"","Laird,Sandra - NURS-6382-405: HEALTH CARE POLICY",,10,,5,,50%,,4.6,,4.4,,4.6,,4.6,,4.4,
"","Lakhani,Yasmin - NURS-5337-482: FAMILY CLINICAL PRACTICE 1",,6,,2,,33%,,4.5,,4.5,,4.5,,4.5,,4.5,
"","Lamster,Mark - ARCH-4311-2: TOPICS IN ARCHITECTURALTHEORY",,10,,8,,"nrollment80%",,"Count4.63",,4.63,,4.63,,4.63,,4.63,
"","Lamster,Mark - ARCH-5311-2: ARCHITECTURAL THEORY",,7,,6,,86%,,4.83,,4.83,,4.83,,5,,4.67,
"","Land,Christopher - THEA-1305-1: INTRO THEATRICAL DESIGN",,15,,3,,20%,,4.33,,4.33,,4.33,,4,,4,
"","Land,Christopher - THEA-181-1: THEATRE PRACTICUM",,12,,5,,42%,,4,,3.75,,3.6,,4,,4.2,
"","Land,Christopher - THEA-3316-1: LIGHTING AND SOUNDTECHNOLOGY",,14,,6,,espon4s3e%,,"ate4.83",,4.83,,5,,4.67,,4.67,
"","Land,Laurie - THEA-181-4: THEATRE PRACTICUM",,16,,3,,19%,,4.5,,4.5,,4,,2.5,,4,
"","Land,Laurie - THEA-3350-1: FABRIC MOD COSTUME CRAFTS",,9,,4,,Instru4c4to%r,,clearl4y. 75,,4.75,,4.75,,4.75,,4.75,
"","Land,Laurie - THEA-4343-1: COSTUME DESIGN",,9,,4,,efined4/4e%x,,lained4 .5,,4.25,,4.5,,4.5,,4.25,
"","Land,Laurie - THEA-4343-101: COSTUME DESIGN",,9,,3,,bjecti3v3e%s,,xpectat4i,,"ns4",,4,,4.67,,4.33,
"","Landy,Joseph - BIOL-1441-12: CELL MOL BIOL",,20,,4,,20%,,3.75,,4,,3.75,,3.5,,3.5,
"","Landy,Joseph - BIOL-1441-23: CELL MOL BIOL",,19,,6,,32%,,4.17,,4.5,,4.5,,3.67,,3.33,
"",Instructor and Course,,,,,,,,,,,,,,,,,
"","Landy,Joseph - BIOL-1441-41: CELL MOL BIOL",,22,,7,,32%,,4.71,,4.86,,4.43,,4.43,,4.57,
"","Landy,Joseph - BIOL-2458-11: HUMAN ANATOMY &PHYSIOLOGY II",,24,,10,,42%,,3.3,,3.78,,3.5,,3.89,,4.1,
"","Landy,Joseph - BIOL-2458-12: HUMAN ANATOMY &PHYSIOLOGY II",,21,,8,,38%,,3.25,,3.25,,3.13,,3.25,,3.25,
"","Landy,Joseph - BIOL-3101-1: CURRENT TOPICS IN BIOLOGY",,35,,14,,40%,,4.71,,4.71,,4.79,,4.43,,4.64,
"","Landy,Joseph - BIOL-5101-1: SPECIAL TOPICS IN BIOLOGY",,13,,6,,46%,,4.17,,4.17,,4.33,,4,,4.33,
"","Lanes,Bridget - NURS-4441-623: NURSING: CHILDBEARINGFAMILY",,9,,7,,78%,,4.71,,5,,5,,4.71,,5,
"","Lanes,Bridget - NURS-4441-836: NURSING: CHILDBEARINGFAMILY",,9,,1,,11%,,4,,4,,4,,4,,4,
"","Lange,Diane - MUSI-3211-1: EARLY CHILDHOOD MUSIC",,18,,5,,28%,,5,,5,,5,,4.8,,5,
"","Lange,Diane - MUSI-3211-2: EARLY CHILDHOOD MUSIC",,15,,3,,nrollm2e0n%t,,Coun4t .67,,4.67,,4.67,,4.67,,4.67,
"","Lange,Diane - MUSI-4117-1: MUSI PEDAGOGY FIELD EXPERIENCE",,18,,4,,22%,,5,,5,,5,,5,,5,
"","Lange,Zachary - BIOL-1441-15: CELL MOL BIOL",,22,,12,,55%,,4.67,,4.58,,4.42,,4.42,,4.83,
"","Lange,Zachary - BIOL-1441-28: CELL MOL BIOL",,22,,12,,55%,,4.42,,4.5,,4.33,,4.25,,4.42,
"","Langford,James - SOCW-2361-11: INTRO SOC WORK",,37,,13,,35%,,4.23,,4.54,,4.46,,4.62,,4.31,
"","Langford,James - SOCW-5304-2: GENERALIST MICRO PRACTICE",,2,,1,,50%,,4,,5,,4,,5,,4,
"","Langford,James - SOCW-5304-2: GENERALIST MICRO PRACTICE",,28,,17,,"Instructorefined6/1e%x",,"clearlylaine4d. 88",,4.82,,4.88,,4.88,,4.94,
